
system.cpu.iq.fu_busy_cnt,0.0008,0.3458,0.0005,0.0001,1.0,0.1206,0.0365,0.0001,0.0001,0.0006,0.0001,0.0882,0.0003,0.0001,0.3045,0.7659,0.059,0.0005,0.2345,0.0174,0.0016,0.0003,0.0001,0.0001,0.0003,0.0001,0.0001,0.0002,0.0001,0.2989,0.005,0.0107,0.1489,0.0012,0.0001,0.0009,0.0004,0.0153,0.0003,
system.cpu.int_regfile_writes,1.0,0.9369,0.0009,0.5213,0.0597,0.842,0.8035,0.0003,0.5213,0.0011,0.0206,0.1492,0.0008,0.8787,0.905,0.0576,0.5746,0.0008,0.28,0.3446,0.0024,0.0005,0.0003,0.0003,0.0006,0.0003,0.0002,0.0004,0.0003,0.5188,0.0092,0.0457,0.5699,0.0063,0.0003,0.0012,0.0008,0.0255,0.0007,
system.cpu.int_regfile_reads,0.9619,0.8904,0.0008,0.5171,0.0631,0.7152,0.6714,0.0003,0.5171,0.001,0.0187,0.1346,0.0007,0.7833,1.0,0.0612,0.6014,0.0007,0.2357,0.274,0.0023,0.0004,0.0002,0.0003,0.0006,0.0002,0.0002,0.0004,0.0003,0.5482,0.0086,0.0555,0.8528,0.0059,0.0003,0.0011,0.0007,0.0236,0.0006,
system.cpu.iew.wb_sent,1.0,0.864,0.0008,0.4914,0.7582,0.7671,0.7219,0.0003,0.4914,0.0011,0.0196,0.1359,0.0008,0.8692,0.9023,0.7579,0.5947,0.0008,0.2492,0.3255,0.0025,0.0004,0.0003,0.0003,0.0006,0.0002,0.0002,0.0004,0.0003,0.4632,0.0086,0.0412,0.7754,0.0061,0.0003,0.0012,0.0008,0.0235,0.0007,
system.cpu.iew.wb_producers,0.9528,1.0,0.0009,0.5006,0.9943,0.9368,0.9001,0.0003,0.4918,0.0011,0.0163,0.1583,0.0008,0.7086,0.9659,0.9839,0.7381,0.0008,0.2904,0.3501,0.0028,0.0005,0.0003,0.0003,0.0007,0.0003,0.0002,0.0004,0.0003,0.5474,0.0096,0.05,0.6228,0.0064,0.0003,0.0013,0.0008,0.0263,0.0007,
system.cpu.iew.wb_count,1.0,0.8589,0.0008,0.4919,0.7589,0.7651,0.7209,0.0003,0.4919,0.001,0.0197,0.1347,0.0008,0.87,0.8922,0.7587,0.5945,0.0008,0.2474,0.3258,0.0025,0.0004,0.0002,0.0003,0.0006,0.0002,0.0002,0.0004,0.0003,0.4635,0.0085,0.0411,0.7737,0.0061,0.0003,0.0011,0.0008,0.0233,0.0007,
system.cpu.iew.wb_consumers,0.6465,0.844,0.0008,0.4285,1.0,0.6264,0.5854,0.0002,0.4237,0.001,0.0123,0.1411,0.0007,0.4964,0.8328,0.9981,0.5995,0.0007,0.2493,0.254,0.0025,0.0004,0.0002,0.0003,0.0006,0.0002,0.0002,0.0004,0.0003,0.5162,0.0085,0.0489,0.5147,0.0051,0.0003,0.0011,0.0007,0.023,0.0006,
system.cpu.iew.lsq.thread0.rescheduledLoads,0.0001,1.0,0.0005,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0005,0.0,0.0575,0.0004,0.0001,0.0001,0.0001,0.9719,0.0001,0.0311,0.0002,0.0006,0.0001,0.0,0.0001,0.0002,0.0002,0.0002,0.0001,0.0,0.0025,0.0103,0.0059,0.0704,0.0005,0.0001,0.0003,0.0004,0.0041,0.0004,
system.cpu.misc_regfile_reads,1.0,0.6818,0.0007,0.184,0.0659,0.6514,0.6239,0.0002,0.184,0.0009,0.0165,0.1077,0.0006,0.7178,0.7885,0.0645,0.3719,0.0006,0.1881,0.2252,0.0018,0.0004,0.0002,0.0003,0.0005,0.0002,0.0002,0.0003,0.0002,0.3181,0.0068,0.027,0.8454,0.0045,0.0003,0.0009,0.0006,0.0192,0.0005,
system.cpu.memDep0.insertedLoads,0.7447,0.596,0.0006,0.0914,0.002,0.9064,0.8908,0.0002,0.0914,0.0008,0.0111,0.1051,0.0006,0.225,1.0,0.0001,0.4491,0.0006,0.1585,0.0704,0.0016,0.0004,0.0002,0.0002,0.0004,0.0002,0.0001,0.0003,0.0002,0.2533,0.006,0.0248,0.2521,0.0013,0.0002,0.0009,0.0006,0.0177,0.0005,
system.cpu.memDep0.conflictingStores,0.1906,0.0566,0.0,0.0869,0.0001,0.9933,0.8985,0.0,0.0869,0.0,0.0,0.0084,0.0,0.0492,1.0,0.0,0.0202,0.0,0.006,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.0006,0.0002,0.0202,0.0001,0.0,0.0001,0.0,0.0014,0.0,
system.cpu.memDep0.conflictingLoads,0.3238,0.052,0.0,0.1148,0.0001,1.0,0.9007,0.0,0.1148,0.0,0.0,0.0055,0.0,0.0257,0.8018,0.0,0.0179,0.0,0.0023,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412,0.0002,0.0003,0.0087,0.0001,0.0,0.0,0.0,0.0011,0.0,
system.cpu.memDep0.insertedLoads,0.7447,0.596,0.0006,0.0914,0.002,0.9064,0.8908,0.0002,0.0914,0.0008,0.0111,0.1051,0.0006,0.225,1.0,0.0001,0.4491,0.0006,0.1585,0.0704,0.0016,0.0004,0.0002,0.0002,0.0004,0.0002,0.0001,0.0003,0.0002,0.2533,0.006,0.0248,0.2521,0.0013,0.0002,0.0009,0.0006,0.0177,0.0005,
system.cpu.misc_regfile_reads,1.0,0.6818,0.0007,0.184,0.0659,0.6514,0.6239,0.0002,0.184,0.0009,0.0165,0.1077,0.0006,0.7178,0.7885,0.0645,0.3719,0.0006,0.1881,0.2252,0.0018,0.0004,0.0002,0.0003,0.0005,0.0002,0.0002,0.0003,0.0002,0.3181,0.0068,0.027,0.8454,0.0045,0.0003,0.0009,0.0006,0.0192,0.0005,
system.cpu.rename.CommittedMaps,1.0,0.9413,0.0007,0.7365,0.8826,0.8252,0.8419,0.0002,0.7365,0.0009,0.0274,0.1302,0.0006,0.9091,0.6912,0.8824,0.9045,0.0006,0.2461,0.4566,0.0022,0.0003,0.0002,0.0003,0.0005,0.0002,0.0001,0.0003,0.0002,0.576,0.0081,0.0603,0.6792,0.0086,0.0002,0.001,0.0006,0.0221,0.0005,
system.cpu.rename.RenamedOperands,0.7206,1.0,0.001,0.5032,0.604,0.8861,0.8305,0.0003,0.5032,0.0013,0.019,0.1755,0.001,0.6253,0.7495,0.6029,0.687,0.001,0.3134,0.3131,0.0031,0.0005,0.0003,0.0004,0.0007,0.0003,0.0002,0.0005,0.0004,0.4176,0.0106,0.0475,0.5857,0.0068,0.0004,0.0015,0.0009,0.0292,0.0008,
system.cpu.rename.serializingInsts,0.7705,0.0244,0.0,0.8116,0.0,0.143,0.1065,0.0,0.8116,0.0,0.0,0.0,0.0,1.0,0.4931,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,
system.cpu.rob.rob_writes,0.9108,0.9222,0.001,0.44,0.6793,0.8651,0.7993,0.0003,0.44,0.0013,0.0177,0.1577,0.0009,0.78,1.0,0.6786,0.5619,0.0009,0.281,0.2919,0.0029,0.0005,0.0003,0.0004,0.0007,0.0003,0.0002,0.0005,0.0003,0.4225,0.0099,0.0397,0.7466,0.0059,0.0004,0.0014,0.0009,0.0272,0.0008,
system.cpu.workload.numSyscalls,0.7264,0.0071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,
